name;address;inn;ogrn;license_number
"Общество с ограниченной ответственностью ""ЗЕЛОН ""ООО ""ЗЕЛОН""";"ГПЗ ""Лесное"" д. 3, кв. 98";7820024820;1,03784E+12;ло-78-01-001423
"Общество с ограниченной ответственностью ""ВалаАМ юг"" ООО ""ВалаАМ юг""";Ветеранов пр., д. 122, лит. А, пом. 100Н;7807354197;1,09785E+13;ло-78-01-001424
"Общество с ограниченной ответственностью ""Голливуд смайл"" ООО ""Голливуд смайл""";ул. Всеволода Вишневского, д. 7, лит. А. пом. 1-Н;7813199466;1,04782E+12;ло-78-01-001425
"Общество с ограниченной ответственностью ""БиоГлот"" ООО ""БиоГлот""";улица Евдокима Огнева, д. 16, кв. 60;7811320653;1,05781E+12;ло-78-01-001426
"Общество с ограниченной ответственностью ""Единый медицинский центр"" ООО ""Единый медицинский центр"" ";улица Красного Текстильщика, д. 10-12;7842416531;1,09785E+12;ло-78-01-001427
"Общество с ограниченной ответственностью ""Единый медицинский центр"" ООО ""Единый медицинский центр"" ";улица Красного Текстильщика, д. 10-12;7842416531;1,09785E+12;ло-78-01-001428
"Общество с ограниченной ответственностью ""ДЭНТЛИ"" ООО ""ДЭНТЛИ"" ";ул. Бухарестская. Д. 146, к. 1, лит. А, пом. 6Н;7816470613;1,09785E+12;ло-78-01-001429
"Общество с ограниченной ответственностью ""Гранти-Мед"" ООО ""Гранти-Мед"" ";ул. Гаврская, д. 15, пом. 27 лит. А;7802480033;1,09785E+12;ло-78-01-001430
"Общество с ограниченной ответственностью ""Медицинский центр ""ОДОНТ"" ООО ""МЦ ОДОНТ"" ";ул. Казанская, д. 36;7826723408;1,02781E+12;ло-78-01-001431
"Общество с ограниченной ответственностью ""ЛазерМед"" ООО ""ЛазерМед"" ";ул. Думская, д. 5/22, лит. А, пом. 24-Н;7840416367;1,09785E+12;ло-78-01-001432
"Общество с ограниченной ответственностью ""Центр Традиционной Восточной Медицины ""Амрита"" ООО ""ЦТВМ ""Амрита"" ";ул. Орбели, д. 19, лит. А, пом. 2Н;7802306701;1,04786E+12;ло-78-01-001433
"Общество с ограниченной ответственностью ""РУСЬ-ДЕНТ"" ООО ""РУСЬ-ДЕНТ"" ";ул. Зосимова, д. 4, кв. 149;7843306387;1,07785E+12;ло-78-01-001434
"Общество с ограниченной ответственностью ""МПК"" ООО ""МПК"" ";ул. Марата, д. 82, лит. А;78404013262;1,09848E+11;ло-78-01-001435
"Общество с ограниченной ответственностью ""Медицинский Центр Комплексной Индивидуальной Терапии"" ООО ""МЦКИТ""";ул. Рылеева, д. 24, пом. 1Н;7825127096;1,02781E+12;ло-78-01-001436
"Общество с ограниченной ответственностью ""Витаника"" ООО ""Витаника""";пр. Обуховской обороны, д. 120, лит. Б, часть пом. 9Н (8);7816387524;1,06985E+12;ло-78-01-001437
"Общество с ограниченной ответственностью ""Стоматологический центр ""Палкинъ"" ООО ""СЦ ""Палкинъ""";Приморский пр., д. 15, лит. А, пом. 12Н;78144455539;1,09985E+12;ло-78-01-001438
"Общество с ограниченной ответственностью ""РИШАР"" ООО ""РИШАР""";пр. Просвещения, д. 33, к. 2, лит. А, пом. 42-Н;7810260673;1,0278E+12;ло-78-01-001439
"Общество с ограниченной ответственностью ""Медсервис"" ООО ""Медсервис""";ул. Костюшко, д.2;7816184676;1,03784E+12;ло-78-01-001440
"Общество с ограниченной ответственностью ""ОН Клиник Нева-плюс"" ООО ""ОН Клиник Нева-плюс""";Богатырский пр., д. 25, корп. 1, литера А, помещение 14Н;7802322326;1,05781E+12;ло-78-01-001441
"Закрытое акционерное общество ""Северо-Западный Ценр доказательной медицины"" ЗАО ""Северо-Западный Центр доказательной медицины""";Петровская наб., д. 4, оф. 3;7813316148;1,05781E+12;ло-78-01-001442
"Закрытое акционерное общество ""Северо-Западный Ценр доказательной медицины"" ЗАО ""Северо-Западный Центр доказательной медицины""";Петровская наб., д. 4, оф. 3;7813316148;1,05781E+12;ло-78-01-001443
"Общество с ограниченной ответственностью ""ИНВел"" ООО ""ИНВеЛ""";улица Антонова-Овсеенко, д. 5, кор. 1 лит. А пом. 5Н;7811425825;1,08785E+12;ло-78-01-001444
"Общество с ограниченной ответственностью ""ЛендМед"" ООО ""ЛендМед""";Ленинский пр., д. 111, корп. 1, лит. А, пом. 10Н;7805504860;1,09785E+12;ло-78-01-001445
"Общество с ограниченной ответственностью ""Международный медицинский центр ""СОГАЗ"" ООО ""ММЦ ""СОГАЗ""";"Межевой канал, д. 5, лит. ""АХ"", пом. 5-Н";7724269506;1,03772E+12;ло-78-01-001446
"Общество с ограниченной ответственностью ""Восток"" ООО ""Восток""";пр. Коломяжский, д. 26, лит. А, пом. 10Н;7814439671;1,09785E+12;ло-78-01-001447
"Общество с ограниченной ответственностью ""МЕДИ эстетическая медицина"" ООО ""МЕДИ эстетическая медицина""";Невский пр., д. 82, лит. А, пом. 2-Н;7825509899;1,03784E+12;ло-78-01-001448
"Закрытое акционерное общество ""МЕДИ"" ЗАО ""МЕДИ""";Невский пр., д. 82;7815006487;1,02781E+12;ло-78-01-001449
"Общество с ограниченной ответственностью ""АВА-ПЕТЕР"" ООО ""АВА-ПЕТЕР""";Невский пр., д. 22-24, лит. А, пом. 50-Н;7825052242;1,02781E+12;ло-78-01-001450
"Общество с ограниченной ответственностью ""Медис"" ООО ""Медис""";пр. Авиаконструкторов, д. 20, корп. 1, пом. 29-Н, 35-Н;7814434176;1,09785E+12;ло-78-01-001451
"Общество с ограниченной ответственностью ""Стационар МЕДИ"" ООО ""Стационар МЕДИ""";Невский пр., д. 82, лит. А, пом. 34-Н;7841360290;1,07785E+12;ло-78-01-001452
